Time,Parameter,Value
0,RecordID,SGRO-0439
12,ASV_1,-0.6604573014829425
12,ASV_2,-0.7158010081087004
12,ASV_3,1.0
12,ASV_4,-0.6075388998465922
12,ASV_5,0.10173131711593242
12,ASV_6,-0.9650230111768573
12,ASV_7,-0.8483746073489663
12,ASV_8,-0.41661187815033973
12,ASV_9,-0.22805172035941268
12,ASV_10,-1.0
12,ASV_11,-1.0
12,ASV_12,-0.973380086200599
12,ASV_13,-1.0
12,ASV_14,-0.796040616553437
12,ASV_15,-0.8719263642340566
12,ASV_16,-1.0
12,ASV_17,-0.6719994155891591
14,ASV_1,-0.3495954251002539
14,ASV_2,1.0
14,ASV_3,-0.4419951118809766
14,ASV_4,-0.671309588781055
14,ASV_5,-0.7741499181358708
14,ASV_6,-0.8469971288232921
14,ASV_7,-0.9758916071470944
14,ASV_8,-0.9341290368507226
14,ASV_9,-0.9202714567069264
14,ASV_10,-1.0
14,ASV_11,-1.0
14,ASV_12,-0.8852953040837149
14,ASV_13,-1.0
14,ASV_14,-0.9738034786322758
14,ASV_15,-0.9782644804593883
14,ASV_16,-1.0
14,ASV_17,-0.9664950288304107
16,ASV_1,-0.6676074145989027
16,ASV_2,-0.6462938294461629
16,ASV_3,1.0
16,ASV_4,-0.7569709421778691
16,ASV_5,0.4453500711205436
16,ASV_6,-0.9705131968119934
16,ASV_7,-0.95281208371904
16,ASV_8,-0.13278092614752435
16,ASV_9,-0.7689372558759116
16,ASV_10,-1.0
16,ASV_11,-1.0
16,ASV_12,-0.979770156465196
16,ASV_13,-1.0
16,ASV_14,-0.8373936014088641
16,ASV_15,-0.7995981124833488
16,ASV_16,-1.0
16,ASV_17,-0.8075455510148789
18,ASV_1,-0.2422721413094161
18,ASV_2,1.0
18,ASV_3,-0.716668038070161
18,ASV_4,-0.5220933102937546
18,ASV_5,-0.5030033736525961
18,ASV_6,-0.7194108450588332
18,ASV_7,-0.9963794947749527
18,ASV_8,-0.8175484791135248
18,ASV_9,-0.9312652568638745
18,ASV_10,-1.0
18,ASV_11,-1.0
18,ASV_12,-0.843879426204778
18,ASV_13,-1.0
18,ASV_14,-0.9677994459529883
18,ASV_15,-0.9187580569955293
18,ASV_16,-1.0
18,ASV_17,-0.946515263720892
20,ASV_1,-0.10958064399812495
20,ASV_2,-0.09212851115998988
20,ASV_3,0.9678361518768255
20,ASV_4,-0.7400930299643025
20,ASV_5,0.26600079327876536
20,ASV_6,-0.6337215591533552
20,ASV_7,1.0
20,ASV_8,0.32722749071503254
20,ASV_9,-0.8200699527638553
20,ASV_10,-1.0
20,ASV_11,-1.0
20,ASV_12,-0.9997836512458083
20,ASV_13,-1.0
20,ASV_14,-0.9760574045361122
20,ASV_15,-0.8174016514621569
20,ASV_16,-1.0
20,ASV_17,-0.9066094544405582
