Time,Parameter,Value
0,RecordID,SGRO-0466
12,ASV_1,0.03987355811889981
12,ASV_2,1.0
12,ASV_3,-0.305290594498669
12,ASV_4,-0.6158496007098492
12,ASV_5,-0.09599600709849154
12,ASV_6,-0.8783274179236912
12,ASV_7,-0.6329858030168589
12,ASV_8,-0.8138309671694764
12,ASV_9,-0.9150399290150844
12,ASV_10,-0.8423358473824312
12,ASV_11,-1.0
12,ASV_12,-0.8962954747116237
12,ASV_13,-1.0
12,ASV_14,-0.9442657497781721
12,ASV_15,-0.8470496894409938
12,ASV_16,-1.0
12,ASV_17,-0.9243566992014197
14,ASV_1,-0.4938756644326323
14,ASV_2,0.3981973653801709
14,ASV_3,1.0
14,ASV_4,-0.629304367922348
14,ASV_5,0.25814652183961173
14,ASV_6,-0.902010630922117
14,ASV_7,-0.04968800554656805
14,ASV_8,0.04691472151606191
14,ASV_9,-0.5775363993529004
14,ASV_10,-0.8816732146984053
14,ASV_11,-1.0
14,ASV_12,-0.9616362375779987
14,ASV_13,-1.0
14,ASV_14,-0.8862953547492489
14,ASV_15,-0.6172868037901549
14,ASV_16,-1.0
14,ASV_17,-0.6662814883290964
16,ASV_1,1.0
16,ASV_2,-0.2932457908080348
16,ASV_3,-0.9677566144445167
16,ASV_4,-0.9122407852824547
16,ASV_5,-0.9791978157706559
16,ASV_6,-0.8837677956185399
16,ASV_7,-0.9977897679256322
16,ASV_8,-0.9998699863485666
16,ASV_9,-1.0
16,ASV_10,-0.9676266007930833
16,ASV_11,-0.8374829357082494
16,ASV_12,-0.9672365598387831
16,ASV_13,-0.9838783072222583
16,ASV_14,-0.9938893583826302
16,ASV_15,-0.9942793993369303
16,ASV_16,-0.9105506078138205
16,ASV_17,-1.0
18,ASV_1,1.0
18,ASV_2,0.06768816985207216
18,ASV_3,-0.6991319939687843
18,ASV_4,-0.8120542809405437
18,ASV_5,-0.9248543135417091
18,ASV_6,-0.9305187660458861
18,ASV_7,-1.0
18,ASV_8,-0.9818656016952606
18,ASV_9,-0.9839439259953543
18,ASV_10,-0.9475528750152818
18,ASV_11,-0.8575736582582827
18,ASV_12,-0.9284404417457924
18,ASV_13,-0.9593707975060108
18,ASV_14,-0.9619788907453442
18,ASV_15,-0.9819063531521252
18,ASV_16,-0.846896776559762
18,ASV_17,-0.9992664737764375
20,ASV_1,1.0
20,ASV_2,0.3091514670896114
20,ASV_3,-0.8957335448057098
20,ASV_4,-0.8382553528945281
20,ASV_5,-0.9735606661379858
20,ASV_6,-0.902569389373513
20,ASV_7,-0.9177002379064235
20,ASV_8,-0.9921490880253767
20,ASV_9,-0.9955273592386994
20,ASV_10,-0.9613005551149881
20,ASV_11,-0.8212212529738303
20,ASV_12,-0.958842188739096
20,ASV_13,-0.8717842981760507
20,ASV_14,-0.9878667724028549
20,ASV_15,-1.0
20,ASV_16,-0.8140999206978589
20,ASV_17,-0.9997938144329896
