Time,Parameter,Value
0,RecordID,SGRO-0566
12,ASV_1,-0.47421412430994536
12,ASV_2,-0.7485769857841595
12,ASV_3,1.0
12,ASV_4,-0.9104716684305368
12,ASV_5,-0.8372472183289952
12,ASV_6,-0.9604702382654958
12,ASV_7,-0.9649895597952004
12,ASV_8,-0.8883327135951489
12,ASV_9,-0.9081261977632219
12,ASV_10,-0.9946797860473099
12,ASV_11,-1.0
12,ASV_12,-0.9930780012013386
12,ASV_13,-1.0
12,ASV_14,-0.9538914790766855
12,ASV_15,-0.958754040216241
12,ASV_16,-1.0
12,ASV_17,-0.9763736735219244
14,ASV_1,1.0
14,ASV_2,0.6161625984634833
14,ASV_3,0.25955460468734803
14,ASV_4,-0.5807643683749879
14,ASV_5,-0.751045414762229
14,ASV_6,-0.7324710687542546
14,ASV_7,-0.9638237868326364
14,ASV_8,-0.934260429835651
14,ASV_9,-0.959885247495867
14,ASV_10,-0.9296411553048721
14,ASV_11,-1.0
14,ASV_12,-0.9434503549547797
14,ASV_13,-1.0
14,ASV_14,-0.9078576290965672
14,ASV_15,-0.933482446756783
14,ASV_16,-1.0
14,ASV_17,-0.9515219293980356
16,ASV_1,1.0
16,ASV_2,-0.47763178892494285
16,ASV_3,-0.14406794687660696
16,ASV_4,-0.826302817525755
16,ASV_5,-0.8458074011028955
16,ASV_6,-0.7288862882777453
16,ASV_7,-0.9852474422398354
16,ASV_8,-0.9271592460591875
16,ASV_9,-0.9742184867989432
16,ASV_10,-0.9527279819848573
16,ASV_11,-1.0
16,ASV_12,-0.9622674964980407
16,ASV_13,-1.0
16,ASV_14,-0.97503413302126
16,ASV_15,-0.9641824919765236
16,ASV_16,-1.0
16,ASV_17,-0.9933329787045411
18,ASV_1,-0.8702079141515762
18,ASV_2,-0.8352246814218645
18,ASV_3,1.0
18,ASV_4,-0.9208584842387659
18,ASV_5,-0.7126760563380281
18,ASV_6,-0.9788061703554661
18,ASV_7,-0.8252179745137491
18,ASV_8,-0.9603487592219987
18,ASV_9,-0.8418779342723005
18,ASV_10,-0.9881690140845071
18,ASV_11,-1.0
18,ASV_12,-0.9903957075788061
18,ASV_13,-1.0
18,ASV_14,-0.9474446680080483
18,ASV_15,-0.9107176391683434
18,ASV_16,-1.0
18,ASV_17,-0.9632193158953722
20,ASV_1,0.40760983813327734
20,ASV_2,1.0
20,ASV_3,0.5350010510826151
20,ASV_4,-0.7725457220937566
20,ASV_5,-0.7364585523088781
20,ASV_6,-0.633382383855371
20,ASV_7,-0.9886483077569898
20,ASV_8,-0.9420503118211758
20,ASV_9,-0.91205942120384
20,ASV_10,-0.9845841216452946
20,ASV_11,-1.0
20,ASV_12,-0.9461144979328708
20,ASV_13,-1.0
20,ASV_14,-0.961880737159274
20,ASV_15,-0.9800995024875622
20,ASV_16,-0.7792726508303552
20,ASV_17,-0.9889285964543479
