Time,Parameter,Value
0,RecordID,SGRO-0681
12,ASV_1,1.0
12,ASV_2,0.1317231679518891
12,ASV_3,-0.24753867791842477
12,ASV_4,-0.7366991609680391
12,ASV_5,-0.5988651243998254
12,ASV_6,-0.8362190212910423
12,ASV_7,-0.16339298705077843
12,ASV_8,-0.9027110917115282
12,ASV_9,-0.7542072845433823
12,ASV_10,-0.7751588340850671
12,ASV_11,-1.0
12,ASV_12,-0.9540229885057472
12,ASV_13,-1.0
12,ASV_14,-0.9615888258402444
12,ASV_15,-0.8644939133808623
12,ASV_16,-1.0
12,ASV_17,-0.9032445802415248
14,ASV_1,-0.32959294669949046
14,ASV_2,1.0
14,ASV_3,-0.1341959122917502
14,ASV_4,-0.2670750558195454
14,ASV_5,-0.5625465162878571
14,ASV_6,-0.6989179595809241
14,ASV_7,-0.42577431728402126
14,ASV_8,-0.9123490009732639
14,ASV_9,-0.6522012938684376
14,ASV_10,-0.8394687124291521
14,ASV_11,-1.0
14,ASV_12,-0.7771798248125036
14,ASV_13,-1.0
14,ASV_14,-0.8738764527394516
14,ASV_15,-0.872273429896376
14,ASV_16,-1.0
14,ASV_17,-0.8642583156809984
16,ASV_1,0.8392454377691203
16,ASV_2,1.0
16,ASV_3,-0.8422698380151733
16,ASV_4,-0.8005946278449867
16,ASV_5,-0.7343653885585402
16,ASV_6,-0.5859134713963502
16,ASV_7,-0.5146606520401886
16,ASV_8,-0.9871334836989953
16,ASV_9,-0.9302850112774247
16,ASV_10,-0.7544084478162805
16,ASV_11,-1.0
16,ASV_12,-0.9852368259175723
16,ASV_13,-1.0
16,ASV_14,-0.9862620463399631
16,ASV_15,-0.924338732827558
16,ASV_16,-1.0
16,ASV_17,-0.9805208119745745
18,ASV_1,-0.2883477206455525
18,ASV_2,-0.6282732338251003
18,ASV_3,-0.6552819239541531
18,ASV_4,-0.9284724427635188
18,ASV_5,-0.5337356006582556
18,ASV_6,-0.908840257528077
18,ASV_7,1.0
18,ASV_8,-0.7716603631954269
18,ASV_9,-0.894318214625978
18,ASV_10,-0.9734965499321535
18,ASV_11,-1.0
18,ASV_12,-0.988480526604498
18,ASV_13,-1.0
18,ASV_14,-0.9901261656609983
18,ASV_15,-0.9302913069838612
18,ASV_16,-0.9904293096977221
18,ASV_17,-0.9665098016571874
20,ASV_1,-0.7276083916083916
20,ASV_2,-0.7804755244755245
20,ASV_3,-0.7234125874125874
20,ASV_4,-0.9405594405594405
20,ASV_5,-0.6653986013986014
20,ASV_6,-0.9284755244755245
20,ASV_7,1.0
20,ASV_8,-0.6084475524475524
20,ASV_9,-0.9624335664335665
20,ASV_10,-0.9878041958041958
20,ASV_11,-1.0
20,ASV_12,-0.9928111888111888
20,ASV_13,-1.0
20,ASV_14,-0.994937062937063
20,ASV_15,-0.9488951048951049
20,ASV_16,-0.9486993006993008
20,ASV_17,-0.9568111888111888
