Time,Parameter,Value
0,RecordID,SGRO-0669
12,ASV_1,0.007631027253668821
12,ASV_2,1.0
12,ASV_3,-0.4758071278825996
12,ASV_4,-0.5580712788259958
12,ASV_5,-0.2211320754716981
12,ASV_6,-0.7948008385744235
12,ASV_7,-0.11421383647798744
12,ASV_8,-0.8512368972746331
12,ASV_9,-0.6034381551362684
12,ASV_10,-1.0
12,ASV_11,-1.0
12,ASV_12,-0.8605450733752621
12,ASV_13,-1.0
12,ASV_14,-0.9522012578616352
12,ASV_15,-0.919496855345912
12,ASV_16,-1.0
12,ASV_17,-0.8380712788259959
14,ASV_1,1.0
14,ASV_2,0.7528401107944283
14,ASV_3,-0.7662478423186544
14,ASV_4,-0.6888121713299346
14,ASV_5,-0.6632411384528922
14,ASV_6,-0.6715507205652121
14,ASV_7,-0.7138613463931596
14,ASV_8,-0.8968728674079723
14,ASV_9,-0.9165027497892497
14,ASV_10,-1.0
14,ASV_11,-0.9760748263819197
14,ASV_12,-0.9285054795070451
14,ASV_13,-1.0
14,ASV_14,-0.9821364056039501
14,ASV_15,-0.95114608004496
14,ASV_16,-1.0
14,ASV_17,-0.9769579703745334
16,ASV_1,0.9442426831873532
16,ASV_2,1.0
16,ASV_3,-0.7752616962187566
16,ASV_4,-0.6238339386171046
16,ASV_5,-0.84771772413302
16,ASV_6,-0.739087089653208
16,ASV_7,-0.9988962472406181
16,ASV_8,-0.9934842982268746
16,ASV_9,-0.9829808445488856
16,ASV_10,-1.0
16,ASV_11,-1.0
16,ASV_12,-0.8940753400270598
16,ASV_13,-0.9786726482945239
16,ASV_14,-0.9332763654489782
16,ASV_15,-0.9695577867976928
16,ASV_16,-0.9468062379833369
16,ASV_17,-0.988535213273517
20,ASV_1,1.0
20,ASV_2,0.7827481361156232
20,ASV_3,-0.5768253571577325
20,ASV_4,-0.5187637969094923
20,ASV_5,-0.8700487317256029
20,ASV_6,-0.8675496688741722
20,ASV_7,-1.0
20,ASV_8,-0.9815902369944605
20,ASV_9,-0.9500187429713858
20,ASV_10,-1.0
20,ASV_11,-0.9300262401599401
20,ASV_12,-0.9488525136407181
20,ASV_13,-0.8452247074013911
20,ASV_14,-0.8101545253863135
20,ASV_15,-0.9764255071015036
20,ASV_16,-0.8641342829772168
20,ASV_17,-0.9832562788954142
