Time,Parameter,Value
0,RecordID,SGRO-0660
12,ASV_1,1.0
12,ASV_2,0.5282516825794334
12,ASV_3,-0.6942661866750144
12,ASV_4,-0.47440914071059637
12,ASV_5,-0.5492252308655501
12,ASV_6,-0.6766317107528566
12,ASV_7,-0.7816037981948141
12,ASV_8,-0.7341263630197736
12,ASV_9,-0.6201805185996765
12,ASV_10,-0.997808733761152
12,ASV_11,-1.0
12,ASV_12,-0.8202118224030887
12,ASV_13,-1.0
12,ASV_14,-0.9225752595607033
12,ASV_15,-0.9386445453122554
12,ASV_16,-1.0
12,ASV_17,-0.9142275786508061
14,ASV_1,1.0
14,ASV_2,-0.020979899497487464
14,ASV_3,-0.4165326633165829
14,ASV_4,-0.7701005025125628
14,ASV_5,-0.7875125628140703
14,ASV_6,-0.8690954773869347
14,ASV_7,-0.9402261306532663
14,ASV_8,-0.8054522613065327
14,ASV_9,-0.9180402010050251
14,ASV_10,-0.9818844221105527
14,ASV_11,-1.0
14,ASV_12,-0.9227386934673367
14,ASV_13,-1.0
14,ASV_14,-0.9691708542713567
14,ASV_15,-0.9662814070351758
14,ASV_16,-1.0
14,ASV_17,-0.9507537688442211
16,ASV_1,1.0
16,ASV_2,0.7392966561051613
16,ASV_3,-0.8886590379428632
16,ASV_4,-0.7431721176254942
16,ASV_5,-0.9434392102437875
16,ASV_6,-0.8754091492314541
16,ASV_7,-1.0
16,ASV_8,-0.9912016549268113
16,ASV_9,-0.9929299012804734
16,ASV_10,-0.9707769252926235
16,ASV_11,-0.9401922019429678
16,ASV_12,-0.9347456073738512
16,ASV_13,-0.9703579564796145
16,ASV_14,-0.9339600408494593
16,ASV_15,-0.9710911519023803
16,ASV_16,-0.9060462436827359
16,ASV_17,-0.9887925842520098
18,ASV_1,1.0
18,ASV_2,-0.0601195271371564
18,ASV_3,-0.8089064578376455
18,ASV_4,-0.7237012196264309
18,ASV_5,-0.9381381493901868
18,ASV_6,-0.8577289843940274
18,ASV_7,-0.9681510763062743
18,ASV_8,-0.9677014444423628
18,ASV_9,-0.9954287427169005
18,ASV_10,-0.9581842366562378
18,ASV_11,-0.9863986361166794
18,ASV_12,-0.956685463776533
18,ASV_13,-0.9893961818760889
18,ASV_14,-0.9706989902017723
18,ASV_15,-1.0
18,ASV_16,-0.8969968338422916
18,ASV_17,-0.9943421323791146
20,ASV_1,1.0
20,ASV_2,0.22231549334119838
20,ASV_3,-0.7347369376318715
20,ASV_4,-0.7360074415227897
20,ASV_5,-0.9268099008553213
20,ASV_6,-0.8543911790729859
20,ASV_7,-0.9437348276879098
20,ASV_8,-0.9736370442634481
20,ASV_9,-1.0
20,ASV_10,-0.8898745377407719
20,ASV_11,-0.9789459355219275
20,ASV_12,-0.9494974703360028
20,ASV_13,-0.9717766635660322
20,ASV_14,-0.9667853982802822
20,ASV_15,-0.9869773351180888
20,ASV_16,-0.9692356557841958
20,ASV_17,-0.9905619710960365
