Time,Parameter,Value
0,RecordID,SGRO-0652
12,ASV_1,0.6031165616561656
12,ASV_2,-0.1024977497749775
12,ASV_3,1.0
12,ASV_4,-0.7382425742574257
12,ASV_5,-0.24864986498649866
12,ASV_6,-0.908472097209721
12,ASV_7,-0.541966696669667
12,ASV_8,-0.6637601260126013
12,ASV_9,-0.6338883888388839
12,ASV_10,-1.0
12,ASV_11,-1.0
12,ASV_12,-0.924054905490549
12,ASV_13,-1.0
12,ASV_14,-0.8577295229522952
12,ASV_15,-0.8553667866786678
12,ASV_16,-1.0
12,ASV_17,-0.8346084608460846
16,ASV_1,-0.3450359499199571
16,ASV_2,1.0
16,ASV_3,-0.8269036801243673
16,ASV_4,-0.8820916653557516
16,ASV_5,-0.9053735182803261
16,ASV_6,-0.8343250020820416
16,ASV_7,-0.9152192621244228
16,ASV_8,-0.9896175520741762
16,ASV_9,-0.9922455513709088
16,ASV_10,-0.9692042899312464
16,ASV_11,-1.0
16,ASV_12,-0.9510859004136323
16,ASV_13,-0.9998704507388935
16,ASV_14,-0.9939296917652938
16,ASV_15,-0.9876558061202773
16,ASV_16,-1.0
16,ASV_17,-0.9900432139320977
18,ASV_1,-0.7956171735241503
18,ASV_2,-0.8126118067978533
18,ASV_3,1.0
18,ASV_4,-0.9052872192407077
18,ASV_5,-0.043679189028026255
18,ASV_6,-0.9455873583780561
18,ASV_7,-0.4676008745776188
18,ASV_8,-0.7396143907771815
18,ASV_9,-0.1286523553965414
18,ASV_10,-0.9932915921288015
18,ASV_11,-1.0
18,ASV_12,-0.9764957264957265
18,ASV_13,-1.0
18,ASV_14,-0.9857881136950905
18,ASV_15,-0.8729377857284835
18,ASV_16,-1.0
18,ASV_17,-0.8885410455177897
20,ASV_1,1.0
20,ASV_2,0.797625171467764
20,ASV_3,0.3207518861454046
20,ASV_4,-0.5027006172839505
20,ASV_5,0.041345164609053464
20,ASV_6,-0.7400334362139918
20,ASV_7,0.49275548696844984
20,ASV_8,-0.6518775720164609
20,ASV_9,-0.6850137174211248
20,ASV_10,-0.9992069615912208
20,ASV_11,-1.0
20,ASV_12,-0.9107724622770919
20,ASV_13,-1.0
20,ASV_14,-0.9508744855967078
20,ASV_15,-0.8039266117969821
20,ASV_16,-1.0
20,ASV_17,-0.8229381001371743
